DATE,OPEN,HIGH,LOW,CLOSE,VOLUME
2008-04-23 0:00,"29,450","30,000","28,750","28,950","5,245,300"
2008-04-24 0:00,"29,300","29,700","28,200","28,500","5,910,222"
2008-04-25 0:00,"28,300","28,900","27,900","28,100","7,947,243"
2008-04-28 0:00,"27,050","27,250","26,500","26,650","11,741,135"
2008-04-29 0:00,"26,900","27,250","26,600","26,800","3,654,818"
2008-04-30 0:00,"26,650","26,950","26,400","26,800","3,156,175"
2008-05-02 0:00,"27,650","28,000","27,400","27,950","5,879,147"
2008-05-06 0:00,"28,200","28,700","27,950","28,350","3,790,033"
2008-05-07 0:00,"28,450","28,600","28,000","28,300","3,764,461"
2008-05-08 0:00,"28,250","29,300","28,200","29,100","6,404,820"
2008-05-09 0:00,"29,700","29,750","28,800","29,200","3,870,034"
2008-05-13 0:00,"29,200","29,300","28,700","29,200","2,644,485"
2008-05-14 0:00,"29,250","29,800","29,250","29,400","2,837,691"
2008-05-15 0:00,"29,450","30,500","29,450","30,400","8,450,892"
2008-05-16 0:00,"30,800","31,300","30,500","30,600","4,756,489"
2008-05-19 0:00,"31,000","31,150","30,350","30,600","4,020,996"
2008-05-20 0:00,"29,350","30,100","29,200","29,850","5,436,958"
2008-05-21 0:00,"29,550","30,300","29,400","30,000","3,053,708"
2008-05-22 0:00,"29,700","30,000","29,000","29,650","2,973,122"
2008-05-23 0:00,"29,900","29,900","29,100","29,400","2,759,817"
2008-05-26 0:00,"29,000","29,450","28,550","28,600","3,771,698"
2008-05-27 0:00,"28,850","29,800","28,650","29,450","3,667,896"
2008-05-28 0:00,"29,700","29,750","29,300","29,450","3,229,536"
2008-05-29 0:00,"29,650","30,300","29,600","29,900","3,042,082"
2008-05-30 0:00,"30,350","31,100","30,000","31,000","10,127,440"
2008-06-02 0:00,"30,900","30,950","30,250","30,350","3,055,725"
2008-06-03 0:00,"30,350","30,950","30,000","30,050","2,862,655"
2008-06-04 0:00,"30,500","30,800","30,200","30,250","2,531,317"
2008-06-05 0:00,"30,600","31,550","30,500","31,300","6,289,488"
2008-06-09 0:00,"30,700","31,950","30,600","31,450","4,808,300"
2008-06-10 0:00,"31,650","31,650","30,900","31,200","4,087,318"
2008-06-11 0:00,"31,200","31,300","30,650","31,150","2,463,221"
2008-06-12 0:00,"30,000","30,350","29,200","29,200","7,259,093"
2008-06-13 0:00,"29,250","29,700","28,650","29,350","3,991,754"
2008-06-16 0:00,"29,900","30,050","29,150","29,400","2,139,938"
2008-06-17 0:00,"29,100","29,500","28,400","28,900","3,319,275"
2008-06-18 0:00,"28,550","28,700","27,850","28,450","4,139,315"
2008-06-19 0:00,"28,050","28,100","27,600","27,850","3,138,101"
2008-06-20 0:00,"28,250","28,300","27,150","27,950","3,854,455"
2008-06-23 0:00,"27,550","28,200","27,150","27,950","2,690,083"
2008-06-24 0:00,"27,700","28,150","27,250","27,450","2,075,540"
2008-06-25 0:00,"27,500","27,750","26,700","27,150","2,791,496"
2008-06-26 0:00,"27,700","27,900","27,100","27,200","2,468,597"
2008-06-27 0:00,"26,450","26,550","25,850","25,950","4,516,941"
2008-06-30 0:00,"25,800","25,900","24,900","25,000","5,483,324"
2008-07-01 0:00,"25,100","25,150","23,850","24,550","7,000,530"
2008-07-02 0:00,"24,600","24,600","23,500","23,750","4,662,581"
2008-07-03 0:00,"23,450","25,250","23,300","25,050","6,437,012"
2008-07-04 0:00,"24,550","24,850","23,350","23,350","7,131,896"
2008-07-07 0:00,"23,350","23,550","22,350","23,050","5,666,235"
2008-07-08 0:00,"22,900","23,300","22,350","22,650","3,817,869"
2008-07-09 0:00,"23,250","23,450","22,400","22,550","3,364,576"
2008-07-10 0:00,"22,200","22,850","21,900","22,700","5,012,777"
2008-07-11 0:00,"23,100","23,750","22,750","23,750","4,667,715"
2008-07-14 0:00,"23,650","24,000","23,150","23,200","2,990,080"
2008-07-15 0:00,"23,150","23,150","22,150","22,150","2,922,887"
2008-07-16 0:00,"22,450","22,650","21,400","21,650","5,536,556"
2008-07-17 0:00,"22,550","22,600","22,000","22,200","4,204,834"
2008-07-18 0:00,"22,750","23,200","22,500","22,650","4,092,848"
2008-07-21 0:00,"23,150","23,900","23,000","23,850","3,523,891"
2008-07-22 0:00,"23,350","23,500","22,800","23,400","4,405,562"
2008-07-23 0:00,"23,350","23,650","22,900","23,250","5,522,028"
2008-07-24 0:00,"23,550","24,000","22,550","23,900","6,858,488"
2008-07-25 0:00,"23,400","24,250","23,050","23,350","4,330,678"
2008-07-28 0:00,"23,550","23,650","22,600","23,000","3,473,152"
2008-07-29 0:00,"22,450","22,550","21,800","21,800","4,930,027"
2008-07-30 0:00,"22,350","22,450","21,100","21,100","7,361,013"
2008-07-31 0:00,"21,150","21,950","21,150","21,650","4,185,605"
2008-08-01 0:00,"21,350","21,750","20,850","21,050","3,394,626"
2008-08-04 0:00,"20,900","21,150","20,250","20,500","3,331,192"
2008-08-05 0:00,"20,300","21,150","20,300","20,700","3,403,773"
2008-08-06 0:00,"21,600","22,400","21,350","22,400","5,188,398"
2008-08-07 0:00,"22,500","23,200","22,100","22,100","6,003,004"
2008-08-08 0:00,"22,000","22,950","21,900","22,600","4,721,418"
2008-08-11 0:00,"23,250","23,800","23,150","23,800","5,737,712"
2008-08-12 0:00,"23,900","24,200","23,250","23,300","4,560,056"
2008-08-13 0:00,"23,500","23,900","23,200","23,200","2,750,788"
2008-08-14 0:00,"23,100","23,500","22,700","23,500","3,224,350"
2008-08-18 0:00,"23,300","23,450","22,850","23,400","2,416,751"
2008-08-19 0:00,"23,050","23,200","22,400","22,400","3,078,400"
2008-08-20 0:00,"22,050","22,500","21,600","22,100","3,894,367"
2008-08-21 0:00,"21,800","21,950","21,250","21,600","3,034,362"
2008-08-22 0:00,"21,350","21,500","20,700","20,950","3,607,546"
2008-08-25 0:00,"21,200","21,450","21,050","21,050","2,070,203"
2008-08-26 0:00,"20,550","20,800","20,400","20,550","3,761,696"
2008-08-27 0:00,"20,550","20,600","19,550","19,800","6,578,670"
2008-08-28 0:00,"20,150","20,200","19,200","19,200","4,519,749"
2008-08-29 0:00,"19,700","19,900","19,200","19,400","4,899,520"
2008-09-01 0:00,"18,900","19,200","17,200","17,200","7,082,737"
2008-09-02 0:00,"17,500","17,750","16,750","17,200","5,751,252"
2008-09-03 0:00,"17,000","19,100","16,850","19,100","7,503,678"
2008-09-04 0:00,"18,400","18,650","17,850","17,850","7,152,996"
2008-09-05 0:00,"17,100","18,150","16,950","17,350","7,117,937"
2008-09-08 0:00,"18,000","19,900","17,900","19,900","8,245,506"
2008-09-09 0:00,"19,600","19,600","18,550","18,600","6,715,913"
2008-09-10 0:00,"18,850","20,100","18,800","20,100","7,351,630"
2008-09-11 0:00,"19,950","21,000","19,900","20,300","9,022,907"
2008-09-12 0:00,"21,100","21,200","20,400","20,400","4,004,898"
2008-09-16 0:00,"18,000","19,000","18,000","18,100","7,057,420"
2008-09-17 0:00,"19,150","20,200","19,000","19,900","8,049,428"
2008-09-18 0:00,"19,400","19,500","18,350","18,550","7,311,118"
2008-09-19 0:00,"19,600","20,200","19,350","20,050","7,043,209"
2008-09-22 0:00,"20,100","20,850","19,400","19,500","6,308,938"
2008-09-23 0:00,"19,300","20,100","19,150","20,000","4,199,586"
2008-09-24 0:00,"20,000","20,300","19,650","20,300","4,866,411"
2008-09-25 0:00,"20,100","20,400","19,700","20,150","6,480,136"
2008-09-26 0:00,"20,000","20,350","19,250","19,400","4,504,066"
2008-09-29 0:00,"19,900","20,400","19,350","19,350","5,321,015"
2008-09-30 0:00,"18,200","19,450","18,200","19,350","5,375,058"
2008-10-01 0:00,"19,650","19,800","19,200","19,450","2,363,222"
2008-10-02 0:00,"19,550","20,050","18,950","19,000","4,389,812"
2008-10-06 0:00,"18,450","18,450","17,800","17,800","6,150,554"
2008-10-07 0:00,"17,500","17,750","17,150","17,750","4,730,915"
2008-10-08 0:00,"16,900","17,350","15,100","15,100","5,504,238"
2008-10-09 0:00,"15,150","16,550","14,650","15,700","9,502,446"
2008-10-10 0:00,"15,000","15,650","13,700","15,200","6,131,136"
2008-10-13 0:00,"15,900","16,900","15,550","16,700","7,553,196"
2008-10-14 0:00,"17,900","18,900","17,550","18,800","8,893,519"
2008-10-15 0:00,"18,200","18,600","17,750","18,000","5,761,075"
2008-10-16 0:00,"16,800","17,000","15,350","15,350","6,998,460"
2008-10-17 0:00,"16,050","16,400","14,800","15,000","5,481,293"
2008-10-20 0:00,"15,650","15,800","14,200","15,350","5,960,991"
2008-10-21 0:00,"15,850","15,900","14,200","14,300","6,490,341"
2008-10-22 0:00,"14,200","14,450","12,200","12,200","13,390,252"
2008-10-23 0:00,"11,400","11,600","10,400","10,400","12,341,832"
2008-10-24 0:00,"10,400","10,550","8,850","8,850","13,981,438"
2008-10-27 0:00,"8,900","9,390","8,120","8,120","15,370,512"
2008-10-28 0:00,"8,070","9,330","8,000","9,330","12,729,315"
2008-10-29 0:00,"10,050","10,550","8,800","9,370","26,635,118"
2008-10-30 0:00,"10,300","10,750","9,560","10,750","12,787,652"
2008-10-31 0:00,"10,500","11,900","10,100","10,800","17,501,273"
2008-11-03 0:00,"11,000","11,800","10,700","11,000","13,154,574"
2008-11-04 0:00,"10,750","10,900","10,050","10,250","12,204,231"
2008-11-05 0:00,"10,650","11,250","10,350","10,650","15,468,470"
2008-11-06 0:00,"10,050","11,200","10,050","10,100","14,644,000"
2008-11-07 0:00,"9,980","11,000","9,900","11,000","12,725,681"
2008-11-10 0:00,"11,400","11,500","10,950","11,150","9,349,427"
2008-11-11 0:00,"10,800","10,900","10,050","10,200","9,065,222"
2008-11-12 0:00,"9,900","10,950","9,900","10,500","11,145,918"
2008-11-13 0:00,"10,000","10,200","9,760","9,800","7,259,925"
2008-11-14 0:00,"10,300","10,400","9,700","9,780","6,823,967"
2008-11-17 0:00,"9,610","9,630","9,080","9,130","9,901,418"
2008-11-18 0:00,"8,890","8,900","8,110","8,110","14,054,739"
2008-11-19 0:00,"8,270","8,290","7,350","7,510","20,735,768"
2008-11-20 0:00,"6,720","6,900","6,390","6,390","18,358,063"
2008-11-21 0:00,"6,000","7,120","5,860","6,660","28,913,829"
2008-11-24 0:00,"6,710","6,960","5,850","5,850","23,696,202"
2008-11-25 0:00,"6,350","6,390","5,770","5,860","17,419,772"
2008-11-26 0:00,"6,030","6,240","5,810","6,070","19,181,762"
2008-11-27 0:00,"6,400","6,980","6,320","6,950","47,941,825"
2008-11-28 0:00,"7,200","7,880","7,160","7,410","42,704,580"
2008-12-01 0:00,"7,510","8,080","7,450","7,600","28,804,998"
2008-12-02 0:00,"7,100","7,290","7,030","7,200","14,635,621"
2008-12-03 0:00,"7,390","7,670","7,090","7,090","20,681,363"
2008-12-04 0:00,"7,450","7,600","7,170","7,300","20,445,004"
2008-12-05 0:00,"7,330","7,850","7,050","7,560","25,539,622"
2008-12-08 0:00,"7,940","7,950","7,600","7,800","16,594,784"
2008-12-09 0:00,"7,930","7,940","7,370","7,390","14,292,227"
2008-12-10 0:00,"7,700","8,090","7,320","7,380","37,064,039"
2008-12-11 0:00,"7,330","7,340","6,420","6,520","37,843,788"
2008-12-12 0:00,"6,250","6,900","6,060","6,350","39,142,063"
2008-12-15 0:00,"6,690","6,780","6,350","6,390","19,754,181"
2008-12-16 0:00,"6,300","6,980","6,220","6,980","24,419,651"
2008-12-17 0:00,"7,300","7,580","7,060","7,230","29,648,919"
2008-12-18 0:00,"7,400","8,170","7,350","8,130","41,753,637"
2008-12-19 0:00,"8,150","8,860","8,100","8,520","41,478,962"
2008-12-22 0:00,"8,850","8,930","8,120","8,210","29,318,397"
2008-12-23 0:00,"7,800","7,900","7,310","7,700","26,829,220"
2008-12-24 0:00,"7,600","7,670","6,720","6,720","17,870,865"
2008-12-26 0:00,"7,030","7,230","6,900","6,930","13,755,069"
2008-12-29 0:00,"6,690","6,770","6,350","6,640","12,660,549"
2008-12-30 0:00,"6,640","6,970","6,640","6,700","7,981,766"
2009-01-02 0:00,"6,830","7,180","6,620","7,180","9,146,590"
2009-01-05 0:00,"7,200","7,620","7,110","7,220","16,123,115"
2009-01-06 0:00,"7,460","7,730","7,330","7,390","21,448,221"
2009-01-07 0:00,"7,600","7,610","7,250","7,480","21,738,913"
2009-01-08 0:00,"7,400","8,000","7,300","7,930","33,526,570"
2009-01-09 0:00,"8,000","8,020","7,340","7,340","19,557,922"
2009-01-12 0:00,"7,340","7,390","6,850","6,920","12,604,076"
2009-01-13 0:00,"7,040","7,150","6,980","7,070","15,418,377"
2009-01-14 0:00,"6,900","6,930","6,590","6,730","28,285,960"
2009-01-15 0:00,"6,470","6,920","6,430","6,570","19,672,790"
2009-01-16 0:00,"6,840","7,000","6,810","6,950","12,866,838"
2009-01-19 0:00,"7,090","7,990","7,050","7,840","37,087,667"
2009-01-20 0:00,"7,890","8,090","7,440","8,070","36,818,187"
2009-01-21 0:00,"7,750","8,250","7,650","7,870","22,036,337"
2009-01-22 0:00,"8,170","8,270","7,410","7,430","19,902,707"
2009-01-23 0:00,"7,370","7,400","6,950","7,010","12,876,173"
2009-01-28 0:00,"7,600","8,060","7,590","8,060","31,037,050"
2009-01-29 0:00,"8,430","8,460","7,920","7,950","42,863,315"
2009-01-30 0:00,"7,810","9,040","7,750","8,980","58,818,596"
2009-02-02 0:00,"8,940","9,450","8,900","8,900","39,829,390"
2009-02-03 0:00,"9,250","9,370","8,960","9,110","22,423,398"
2009-02-04 0:00,"9,360","9,750","9,310","9,520","26,379,570"
2009-02-05 0:00,"9,500","10,350","9,350","9,350","44,643,467"
2009-02-06 0:00,"9,660","9,900","9,150","9,380","33,892,409"
2009-02-09 0:00,"10,000","10,000","9,380","9,450","22,679,581"
2009-02-10 0:00,"9,700","9,830","9,400","9,630","21,933,858"
2009-02-11 0:00,"9,290","9,390","9,180","9,240","19,516,731"
2009-02-12 0:00,"9,060","9,100","8,720","8,870","16,910,703"
2009-02-13 0:00,"8,990","9,270","8,590","9,260","24,434,908"
2009-02-16 0:00,"9,180","9,550","8,900","8,950","19,790,060"
2009-02-17 0:00,"8,820","8,820","8,060","8,210","22,117,081"
2009-02-18 0:00,"8,140","8,600","8,090","8,600","18,954,482"
2009-02-19 0:00,"8,700","8,930","8,320","8,330","19,992,822"
2009-02-20 0:00,"8,230","8,270","7,860","7,880","12,258,053"
2009-02-23 0:00,"8,050","8,810","7,970","8,810","19,001,571"
2009-02-24 0:00,"8,500","8,810","8,420","8,570","16,043,964"
2009-02-25 0:00,"8,990","9,110","8,450","8,450","13,749,405"
2009-02-26 0:00,"8,700","8,830","7,980","8,340","14,541,159"
2009-02-27 0:00,"8,310","8,780","8,210","8,640","15,342,819"
2009-03-02 0:00,"8,500","8,600","8,140","8,140","8,676,942"
2009-03-03 0:00,"7,930","8,380","7,890","8,320","12,885,157"
2009-03-04 0:00,"8,360","8,740","8,250","8,650","13,294,050"
2009-03-05 0:00,"8,690","8,790","8,270","8,270","12,913,454"
2009-03-06 0:00,"8,120","8,520","8,100","8,330","11,385,447"
2009-03-09 0:00,"8,500","8,520","8,120","8,220","11,887,133"
2009-03-10 0:00,"8,220","8,270","8,040","8,130","14,995,779"
2009-03-11 0:00,"8,300","8,510","8,210","8,210","22,029,442"
2009-03-12 0:00,"8,360","8,810","8,360","8,590","29,010,150"
2009-03-13 0:00,"9,030","9,560","8,830","9,340","44,218,387"
2009-03-16 0:00,"9,420","9,520","8,870","8,880","24,746,478"
2009-03-17 0:00,"9,100","9,400","8,910","9,400","18,626,330"
2009-03-18 0:00,"9,700","9,920","9,450","9,830","22,326,193"
2009-03-19 0:00,"10,050","10,100","9,700","9,740","14,817,067"
2009-03-20 0:00,"9,700","9,830","9,440","9,580","14,038,867"
2009-03-23 0:00,"9,700","10,300","9,670","10,300","20,927,884"
2009-03-24 0:00,"10,600","10,750","10,200","10,400","17,417,646"
2009-03-25 0:00,"10,350","10,350","9,810","10,200","19,992,556"
2009-03-26 0:00,"10,600","11,700","10,500","11,700","42,897,076"
2009-03-27 0:00,"12,150","13,250","11,950","12,000","55,606,535"
2009-03-30 0:00,"12,250","12,850","12,050","12,400","35,157,932"
2009-03-31 0:00,"12,550","12,600","11,900","12,350","30,767,790"
2009-04-01 0:00,"12,200","12,600","11,700","12,250","37,850,694"
2009-04-02 0:00,"12,700","13,100","12,500","12,700","31,025,939"
2009-04-03 0:00,"13,200","13,200","12,550","12,600","17,144,425"
2009-04-06 0:00,"12,900","14,450","12,850","14,150","52,769,400"
2009-04-07 0:00,"13,850","14,950","13,700","14,300","46,647,621"
2009-04-08 0:00,"14,300","14,650","13,800","14,000","26,324,884"
2009-04-09 0:00,"13,500","14,500","12,800","14,100","63,044,100"
2009-04-10 0:00,"14,450","14,550","13,500","13,500","29,031,077"
2009-04-13 0:00,"13,650","14,150","13,100","13,400","39,786,234"
2009-04-14 0:00,"13,900","14,200","13,700","13,850","27,023,873"
2009-04-15 0:00,"13,850","14,400","13,100","13,450","28,194,119"
2009-04-16 0:00,"13,850","13,900","13,150","13,250","16,621,687"
2009-04-17 0:00,"13,900","14,750","13,700","14,400","46,113,677"
2009-04-20 0:00,"14,750","14,950","14,100","14,550","20,895,627"
2009-04-21 0:00,"14,050","14,550","13,850","14,500","17,295,630"
2009-04-22 0:00,"15,000","16,650","14,850","16,650","54,439,888"
2009-04-23 0:00,"16,500","16,900","15,800","15,850","45,232,886"
2009-04-24 0:00,"15,900","16,400","14,900","15,100","26,270,469"
2009-04-27 0:00,"15,450","15,750","15,200","15,350","17,993,922"
2009-04-28 0:00,"15,400","15,500","14,000","14,000","21,960,962"
2009-04-29 0:00,"14,350","14,750","13,800","14,600","17,081,322"
2009-04-30 0:00,"14,900","15,050","14,100","14,400","15,580,272"
2009-05-04 0:00,"14,650","15,250","14,300","14,950","17,371,268"
2009-05-06 0:00,"15,200","15,650","14,750","14,750","17,761,105"
2009-05-07 0:00,"15,100","15,300","13,900","14,050","24,593,485"
2009-05-08 0:00,"14,050","14,150","13,600","13,900","15,656,645"
2009-05-11 0:00,"13,900","14,600","13,500","14,200","20,016,386"
2009-05-12 0:00,"14,300","14,750","14,250","14,550","17,349,902"
2009-05-13 0:00,"14,750","14,900","13,950","13,950","16,636,143"
2009-05-14 0:00,"13,650","14,250","13,500","13,850","14,802,659"
2009-05-15 0:00,"14,350","14,400","13,300","13,300","16,828,722"
2009-05-18 0:00,"13,250","13,600","13,050","13,400","12,031,276"
2009-05-19 0:00,"13,850","14,900","13,700","14,550","28,290,828"
2009-05-20 0:00,"14,550","14,700","14,200","14,500","10,267,177"
2009-05-21 0:00,"14,350","14,400","13,400","13,450","20,981,896"
2009-05-22 0:00,"13,150","13,350","12,650","12,650","23,876,041"
2009-05-25 0:00,"12,600","13,100","11,350","12,650","25,830,440"
2009-05-26 0:00,"12,650","12,950","12,000","12,000","26,447,941"
2009-05-27 0:00,"11,800","12,300","11,200","11,500","49,801,818"
2009-05-28 0:00,"11,600","12,550","11,600","12,550","28,836,037"
2009-05-29 0:00,"12,700","12,950","12,350","12,900","24,124,960"
2009-06-01 0:00,"12,800","13,000","12,600","12,750","9,924,471"
2009-06-02 0:00,"13,200","13,350","12,700","12,700","15,303,063"
2009-06-03 0:00,"12,850","13,350","12,550","13,350","16,455,705"
2009-06-04 0:00,"13,300","13,700","13,100","13,500","19,556,966"
2009-06-05 0:00,"13,850","14,150","13,650","14,050","19,456,585"
2009-06-08 0:00,"14,000","14,100","13,600","13,650","12,372,726"
2009-06-09 0:00,"13,800","13,900","12,850","12,900","19,344,803"
2009-06-10 0:00,"13,150","13,300","12,950","13,250","9,683,737"
2009-06-11 0:00,"13,150","13,200","12,800","12,900","13,039,695"
2009-06-12 0:00,"12,950","13,250","12,800","12,950","8,633,675"
2009-06-15 0:00,"13,050","13,400","12,700","13,250","10,211,879"
2009-06-16 0:00,"13,250","13,450","13,100","13,250","10,882,429"
2009-06-17 0:00,"13,200","13,800","13,000","13,700","12,958,253"
2009-06-18 0:00,"13,650","13,900","13,050","13,100","11,531,912"
2009-06-19 0:00,"13,350","13,450","12,950","13,250","7,774,458"
2009-06-22 0:00,"13,350","13,800","13,300","13,750","11,726,775"
2009-06-23 0:00,"13,500","13,750","13,300","13,450","12,055,343"
2009-06-24 0:00,"13,700","14,000","13,550","13,950","16,224,844"
2009-06-25 0:00,"13,900","14,250","13,700","14,100","14,695,955"
2009-06-26 0:00,"14,150","14,200","13,700","13,850","10,171,021"
2009-06-29 0:00,"13,950","14,100","13,650","13,650","6,420,398"
2009-06-30 0:00,"13,850","14,000","13,550","13,650","8,169,007"
2009-07-01 0:00,"13,650","13,850","13,600","13,800","6,348,426"
2009-07-02 0:00,"13,900","14,600","13,650","14,600","22,129,448"
2009-07-03 0:00,"14,450","15,000","14,400","14,950","20,828,975"
2009-07-06 0:00,"15,050","15,300","14,900","15,050","12,488,472"
2009-07-07 0:00,"15,250","15,750","15,200","15,400","16,569,771"
2009-07-08 0:00,"15,450","15,600","15,150","15,550","10,876,454"
2009-07-09 0:00,"15,500","15,500","15,050","15,500","9,450,993"
2009-07-10 0:00,"15,400","15,500","14,850","14,850","8,883,315"
2009-07-13 0:00,"14,700","14,900","14,200","14,200","10,369,533"
2009-07-14 0:00,"14,600","14,850","14,400","14,750","10,244,227"
2009-07-15 0:00,"15,250","15,500","15,050","15,500","11,250,294"
2009-07-16 0:00,"15,850","16,100","15,550","15,650","15,430,088"
2009-07-17 0:00,"15,900","16,050","15,600","15,600","6,393,433"
2009-07-20 0:00,"15,900","16,700","15,800","16,700","17,268,677"
2009-07-21 0:00,"17,150","17,300","16,700","17,150","15,621,417"
2009-07-22 0:00,"17,000","17,150","16,700","16,950","10,763,568"
2009-07-23 0:00,"16,800","16,850","16,150","16,400","15,750,443"
2009-07-24 0:00,"16,600","16,850","16,150","16,350","12,807,995"
2009-07-27 0:00,"16,550","18,250","16,450","18,000","31,801,331"
2009-07-28 0:00,"17,800","18,000","17,500","17,750","12,783,092"
2009-07-29 0:00,"18,000","18,600","17,850","18,200","18,403,320"
2009-07-30 0:00,"18,050","18,350","17,700","18,150","10,074,365"
2009-07-31 0:00,"18,350","18,400","17,500","17,600","16,374,335"
2009-08-03 0:00,"17,600","18,000","17,200","17,700","12,948,203"
2009-08-04 0:00,"18,100","18,550","17,850","17,850","15,731,887"
2009-08-05 0:00,"18,250","18,400","17,300","17,700","11,745,602"
2009-08-06 0:00,"17,450","17,600","17,000","17,500","12,385,565"
2009-08-07 0:00,"17,600","18,200","17,500","18,150","14,589,415"
2009-08-10 0:00,"18,550","18,600","18,200","18,200","8,571,965"
2009-08-11 0:00,"18,050","18,900","18,050","18,600","14,053,236"
2009-08-12 0:00,"18,600","19,300","18,450","18,900","17,813,032"
2009-08-13 0:00,"18,800","18,900","18,400","18,400","13,231,369"
2009-08-14 0:00,"18,700","19,250","18,550","19,150","12,320,924"
2009-08-17 0:00,"19,100","19,400","18,600","18,800","10,552,949"
2009-08-18 0:00,"18,550","19,400","18,500","19,150","12,615,682"
2009-08-19 0:00,"19,400","20,150","19,250","19,900","17,291,637"
2009-08-20 0:00,"20,200","20,300","19,600","20,100","11,169,091"
2009-08-21 0:00,"20,150","20,150","19,450","19,700","13,583,840"
2009-08-24 0:00,"20,350","20,900","20,200","20,650","13,385,631"
2009-08-25 0:00,"20,500","21,000","20,300","20,700","7,741,956"
2009-08-26 0:00,"20,850","21,350","20,550","20,850","7,857,118"
2009-08-27 0:00,"20,700","21,000","20,550","20,850","6,848,697"
2009-08-28 0:00,"21,250","21,600","21,150","21,350","11,403,053"
2009-08-31 0:00,"22,000","22,250","21,600","21,950","11,911,512"
2009-09-01 0:00,"21,850","22,400","21,450","22,150","10,233,959"
2009-09-02 0:00,"21,700","22,550","21,700","22,350","8,342,236"
2009-09-03 0:00,"22,350","22,600","22,000","22,050","5,971,982"
2009-09-04 0:00,"21,950","22,000","20,500","20,800","21,346,466"
2009-09-07 0:00,"21,150","21,800","20,800","20,950","13,067,509"
2009-09-08 0:00,"21,100","21,500","20,100","20,800","15,253,246"
2009-09-09 0:00,"21,250","21,400","20,700","20,850","10,782,908"
2009-09-10 0:00,"21,150","21,400","20,800","21,400","8,123,834"
2009-09-11 0:00,"21,650","21,650","21,050","21,100","6,439,261"
2009-09-14 0:00,"20,900","21,000","20,000","20,200","12,036,302"
2009-09-15 0:00,"20,350","20,950","20,300","20,650","6,652,241"
2009-09-16 0:00,"20,950","21,150","20,650","20,700","7,098,391"
2009-09-17 0:00,"21,150","21,450","20,800","20,850","7,877,347"
2009-09-18 0:00,"21,000","21,050","20,350","20,400","8,257,655"
2009-09-21 0:00,"20,750","21,550","20,450","21,450","11,924,291"
2009-09-22 0:00,"21,700","22,100","21,550","22,050","11,165,356"
2009-09-23 0:00,"21,150","21,500","20,050","20,850","27,899,428"
2009-09-24 0:00,"20,850","21,050","20,300","20,600","9,936,404"
2009-09-25 0:00,"20,400","20,500","17,600","18,950","44,545,104"
2009-09-28 0:00,"19,050","19,350","18,700","19,000","13,961,779"
2009-09-29 0:00,"19,700","19,950","19,500","19,550","11,695,482"
2009-09-30 0:00,"19,400","20,200","19,400","19,800","9,964,191"
2009-10-01 0:00,"20,100","20,200","19,500","19,650","6,399,002"
2009-10-05 0:00,"19,300","19,500","18,400","18,800","10,541,773"
2009-10-06 0:00,"19,150","19,250","18,550","18,700","6,952,108"
2009-10-07 0:00,"19,050","19,400","17,950","18,400","10,549,157"
2009-10-08 0:00,"18,600","19,500","18,300","19,300","11,539,515"
2009-10-09 0:00,"19,600","19,850","19,550","19,650","7,666,152"
2009-10-12 0:00,"20,200","20,600","19,900","20,000","10,681,641"
2009-10-13 0:00,"20,050","20,650","19,700","20,600","11,563,525"
2009-10-14 0:00,"21,050","21,300","20,650","20,800","8,521,356"
2009-10-15 0:00,"21,000","21,000","20,350","20,550","7,248,024"
2009-10-16 0:00,"20,500","20,750","19,500","19,800","10,304,009"
2009-10-19 0:00,"19,700","20,100","19,350","19,850","5,842,314"
2009-10-20 0:00,"20,200","20,250","19,600","19,850","4,103,030"
2009-10-21 0:00,"19,700","20,000","19,100","19,350","6,815,688"
2009-10-22 0:00,"19,250","19,650","18,700","18,800","7,001,346"
2009-10-23 0:00,"19,100","19,150","18,600","18,750","11,453,452"
2009-10-26 0:00,"18,750","19,150","18,550","18,850","7,810,804"
2009-10-27 0:00,"18,800","19,050","18,200","18,300","8,926,917"
2009-10-28 0:00,"18,350","18,500","17,500","17,700","9,606,247"
2009-10-29 0:00,"17,300","18,600","17,100","18,400","13,210,887"
2009-10-30 0:00,"18,700","18,800","18,050","18,050","6,118,400"
2009-11-02 0:00,"17,700","18,350","17,650","18,050","5,556,344"
2009-11-03 0:00,"18,150","18,450","17,850","18,200","5,564,158"
2009-11-04 0:00,"18,350","19,000","18,250","19,000","6,220,331"
2009-11-05 0:00,"18,800","18,900","18,200","18,350","4,281,928"
2009-11-06 0:00,"18,900","19,150","18,650","19,050","6,840,462"
2009-11-09 0:00,"19,300","19,850","19,200","19,800","8,795,257"
2009-11-10 0:00,"20,100","20,200","19,450","19,800","8,107,026"
2009-11-11 0:00,"19,850","19,950","19,450","19,950","5,434,950"
2009-11-12 0:00,"20,050","21,200","19,600","19,600","20,341,952"
2009-11-13 0:00,"19,750","19,850","18,750","18,850","9,738,133"
2009-11-16 0:00,"18,950","19,750","18,650","19,700","7,342,660"
2009-11-17 0:00,"19,300","19,450","18,200","18,400","21,564,141"
2009-11-18 0:00,"18,750","18,950","18,400","18,750","10,909,042"
2009-11-19 0:00,"18,800","19,400","18,750","19,250","8,704,459"
2009-11-20 0:00,"18,900","19,400","18,900","19,150","7,062,182"
2009-11-23 0:00,"19,200","19,350","18,800","19,050","5,345,950"
